Rk,Player,badcol,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
126,Anthony Davis,davisan02,C,25,NOP,56,56,1850,10.3,20,0.517,0.9,2.8,0.331,9.4,17.1,0.547,6.7,8.4,0.794,3.4,9.7,13.1,4.2,1.7,2.6,2.2,2.6,28.3
127,Deyonta Davis,davisde01,C,22,ATL,9,0,118,4.6,6.7,0.682,0,0.3,0,4.6,6.4,0.714,1.8,3.1,0.6,3.1,7.9,11,1.5,0.9,1.5,0.9,3.7,11
128,Ed Davis,davised01,C,29,BRK,81,1,1446,4.6,7.5,0.616,0,0,0,4.6,7.5,0.62,2.5,4,0.617,5.4,11.9,17.3,1.5,0.9,0.8,1.6,5.6,11.8
129,Tyler Davis,davisty01,C,21,OKC,1,0,1,0,36,0,0,0,,0,36,0,0,0,,36,0,36,0,0,0,0,0,0
130,Dewayne Dedmon,dedmode01,C,29,ATL,64,52,1609,5.8,11.8,0.492,1.9,4.9,0.382,3.9,6.9,0.57,2.1,2.5,0.814,2.3,8.4,10.7,2,1.5,1.6,1.9,4.8,15.5
131,Sam Dekker,dekkesa01,PF,24,TOT,47,5,788,5.5,11.7,0.469,0.9,2.8,0.306,4.6,8.9,0.521,1.3,2.1,0.609,2.4,4.3,6.8,2.1,1.7,0.3,1.1,2.1,13.1
132,Ángel Delgado,delgaan01,C,24,LAC,2,0,15,2.4,12,0.2,0,0,,2.4,12,0.2,2.4,4.8,0.5,4.8,4.8,9.6,0,2.4,0,0,4.8,7.2
133,Matthew Dellavedova,dellama01,PG,28,TOT,48,0,812,4.3,10.7,0.405,2,5.8,0.338,2.4,5,0.482,1.9,2.3,0.808,0.3,3.1,3.4,8,0.6,0.1,3,3.3,12.5
134,Luol Deng,denglu01,SF,33,MIN,22,2,392,5.4,10.8,0.5,1.3,4,0.318,4.1,6.8,0.608,2.3,3.2,0.714,1.8,4.9,6.7,1.7,1.4,0.7,1.3,2.2,14.4
135,DeMar DeRozan,derozde01,SG,29,SAS,77,77,2688,8.5,17.6,0.481,0.1,0.6,0.156,8.4,17,0.492,4.9,5.9,0.83,0.7,5.5,6.2,6.4,1.2,0.5,2.7,2.4,21.9
136,Marcus Derrickson,derrima01,PF,22,GSW,11,0,67,8.6,17.7,0.485,5.4,10.7,0.5,3.2,7,0.462,2.1,2.7,0.8,4.3,2.7,7,0.5,0,0.5,1.6,4.8,24.7
137,Cheick Diallo,diallch01,PF,22,NOP,64,1,896,6.8,10.9,0.62,0,0.2,0.25,6.7,10.7,0.625,2,2.7,0.746,3,10.3,13.3,1.3,1.2,1.3,2,4.5,15.5
138,Hamidou Diallo,diallha01,SG,20,OKC,51,3,526,5.1,11.3,0.455,0.3,1.6,0.167,4.9,9.7,0.504,2.5,4,0.61,2.6,4,6.6,1.2,1.4,0.7,1.6,5.3,13
139,Gorgui Dieng,dienggo01,C,29,MIN,76,2,1031,6.6,13.2,0.501,0.7,2,0.339,5.9,11.2,0.53,3.1,3.7,0.83,2.8,8,10.9,2.5,1.7,1.4,2,4.7,16.9
140,Spencer Dinwiddie,dinwisp01,PG,25,BRK,68,4,1914,6.9,15.6,0.442,2.3,7,0.335,4.6,8.6,0.528,5.4,6.7,0.806,0.5,2.6,3.1,5.8,0.8,0.3,2.9,3.5,21.5
141,Donte DiVincenzo,divindo01,SG,22,MIL,27,0,411,4.4,10.9,0.403,1.9,7.3,0.265,2.5,3.6,0.683,0.8,1.1,0.75,1.4,4.3,5.7,2.7,1.1,0.5,1.7,3.3,11.5
142,Luka Doncic,doncilu01,SG,19,DAL,72,72,2318,7.9,18.4,0.427,2.6,8,0.327,5.2,10.4,0.503,5.4,7.5,0.713,1.3,7.4,8.7,6.7,1.2,0.4,3.8,2.1,23.7
143,Tyler Dorsey,dorsety01,SG,22,TOT,48,11,698,5.5,13.6,0.405,2.3,6.8,0.333,3.2,6.8,0.477,2,3.1,0.623,1.4,4.4,5.8,2.9,0.7,0.1,1.4,2.7,15.3
144,Damyean Dotson,dotsoda01,SG,24,NYK,73,40,2004,5.2,12.5,0.415,2.3,6.1,0.368,2.9,6.4,0.461,1.3,1.8,0.745,0.6,4.1,4.7,2.4,1,0.2,1.3,2.4,14
145,PJ Dozier,doziepj01,SG,22,BOS,6,0,51,5.6,14.8,0.381,1.4,5.6,0.25,4.2,9.2,0.462,0.7,1.4,0.5,4.2,7.8,12,3.5,1.4,0,0,1.4,13.4
146,Goran Dragi?,dragigo01,PG,32,MIA,36,22,991,6.5,15.7,0.413,2.1,6,0.348,4.4,9.8,0.454,2.9,3.7,0.782,0.7,3.3,4,6.3,1.1,0.2,2.6,2.9,17.9
147,Andre Drummond,drumman01,C,25,DET,79,79,2647,7.6,14.3,0.533,0.1,0.5,0.132,7.6,13.8,0.548,3.3,5.6,0.59,5.8,11,16.8,1.5,1.8,1.9,2.4,3.7,18.6
148,Jared Dudley,dudleja01,PF,33,BRK,59,25,1220,3,7.1,0.423,1.6,4.5,0.351,1.4,2.6,0.545,0.9,1.4,0.696,1,3.6,4.6,2.4,1.1,0.5,1.3,3.9,8.5
149,Kris Dunn,dunnkr01,PG,24,CHI,46,44,1389,5.6,13.1,0.425,0.9,2.5,0.354,4.7,10.6,0.441,1.4,1.8,0.797,0.5,4.4,4.8,7.2,1.8,0.5,2.7,4.3,13.5
150,Kevin Durant,duranke01,SF,30,GSW,78,78,2702,9.6,18.4,0.521,1.8,5.2,0.353,7.8,13.3,0.587,6,6.7,0.885,0.4,6.2,6.6,6.1,0.8,1.1,3,2.1,27
151,Trevon Duval,duvaltr01,PG,20,MIL,3,0,6,12,18,0.667,6,6,1,6,12,0.5,0,0,,0,6,6,12,0,0,0,0,30
152,Vince Edwards,edwarvi01,SF,22,HOU,2,0,16,2.3,9,0.25,2.3,9,0.25,0,0,,0,0,,2.3,2.3,4.5,0,0,0,0,0,6.8
153,Henry Ellenson,ellenhe01,PF,22,TOT,19,0,259,5.4,13.2,0.411,2.4,5.3,0.447,3.1,7.9,0.386,2.6,3.5,0.76,0.7,8.5,9.2,2.2,1,0.3,1.3,3.8,15.8
154,Wayne Ellington,ellinwa01,SG,31,TOT,53,38,1297,5.1,12.7,0.403,3.8,10.3,0.371,1.3,2.4,0.541,1.1,1.4,0.796,0.4,2.6,3,2,1.5,0.2,1.1,2.6,15.1
155,Joel Embiid,embiijo01,C,24,PHI,64,64,2154,9.7,20,0.484,1.3,4.4,0.3,8.4,15.6,0.535,8.7,10.8,0.804,2.7,11.9,14.6,3.9,0.8,2,3.8,3.5,29.4
156,James Ennis,ennisja01,SF,28,TOT,58,27,1230,4,8.6,0.469,1.6,4.6,0.353,2.4,4,0.601,1.7,2.4,0.716,1.8,3.6,5.3,1.2,1.2,0.7,1,4.4,11.4
157,Drew Eubanks,eubandr01,PF,21,SAS,23,0,113,4.8,8.3,0.577,0,0,,4.8,8.3,0.577,3.5,4.1,0.846,1.9,8.9,10.8,2.2,0.6,1.6,2.5,3.5,13.1
158,Jacob Evans,evansja02,SG,21,GSW,30,1,204,3.2,9.4,0.34,0.7,2.6,0.267,2.5,6.7,0.368,0,0.2,0,1.1,3.4,4.4,4.1,0.9,0.5,1.9,4.9,7.1
159,Jawun Evans,evansja01,PG,22,TOT,8,0,65,1.7,7.8,0.214,0,1.7,0,1.7,6.1,0.273,0,0,,0.6,6.1,6.6,5.5,1.7,0,3.3,4.4,3.3
160,Tyreke Evans,evansty01,SG,29,IND,69,18,1402,6.6,16.9,0.389,2,5.5,0.356,4.6,11.4,0.405,3,4.1,0.719,0.8,4.3,5.2,4.3,1.5,0.5,3,3,18.1
161,Dante Exum,exumda01,PG,23,UTA,42,1,664,5.5,13.1,0.419,1,3.4,0.29,4.5,9.7,0.464,3.7,4.7,0.791,0.9,2.8,3.7,6,0.8,0.3,2.8,3.7,15.6
162,Kenneth Faried,farieke01,C,29,TOT,37,13,728,7.7,13.1,0.589,0.4,1.2,0.32,7.3,11.9,0.617,3.2,4.9,0.646,4.8,7.6,12.4,1,0.8,1.1,1.6,4.1,19
163,Derrick Favors,favorde01,C,27,UTA,76,70,1766,7.4,12.6,0.586,0.3,1.6,0.218,7.1,11,0.64,3.1,4.6,0.675,4.2,7.2,11.4,1.8,1.1,2.2,1.7,3.3,18.3
164,Cristiano Felício,feliccr01,C,26,CHI,60,0,746,4.6,8.6,0.531,0,0.2,0,4.6,8.4,0.543,2.4,3.5,0.685,3.8,6.7,10.5,1.8,0.5,0.3,1.6,3.3,11.6
165,Raymond Felton,feltora01,PG,34,OKC,33,0,379,5.2,12.8,0.407,1.9,5.8,0.328,3.3,7,0.473,1.1,1.2,0.923,0.4,2.8,3.2,4.9,0.9,0.6,1.3,2.8,13.5
166,Terrance Ferguson,fergute01,SG,20,OKC,74,74,1931,3.4,8,0.429,2,5.4,0.366,1.5,2.6,0.56,0.7,1,0.725,0.6,2,2.6,1.3,0.7,0.3,0.9,4.3,9.6
167,Yogi Ferrell,ferreyo01,PG,25,SAC,71,3,1067,5.2,11.9,0.435,1.8,5,0.362,3.3,6.8,0.488,2,2.3,0.896,0.4,3.2,3.7,4.6,1.2,0.1,1.3,2.2,14.2
168,Dorian Finney-Smith,finnedo01,SF,25,DAL,81,26,1985,4.1,9.6,0.432,1.4,4.6,0.311,2.7,5,0.544,1.3,1.9,0.709,2.5,4.6,7.1,1.7,1.3,0.7,1.3,3.4,11
169,Bryn Forbes,forbebr01,SG,25,SAS,82,81,2293,5.7,12.4,0.456,2.8,6.5,0.426,2.9,5.9,0.489,1.1,1.2,0.885,0.3,3.5,3.8,2.7,0.7,0.1,1.3,2.5,15.2
170,Evan Fournier,fournev01,SG,26,ORL,81,81,2553,6.6,15.1,0.438,2.2,6.3,0.34,4.4,8.7,0.509,1.9,2.4,0.806,0.5,3.1,3.6,4.2,1,0.2,2.2,3.2,17.3
171,De'Aaron Fox,foxde01,PG,21,SAC,81,81,2546,7.1,15.6,0.458,1.2,3.3,0.371,5.9,12.3,0.482,4.3,5.9,0.727,0.6,3.7,4.3,8.3,1.9,0.6,3.2,2.9,19.8
172,Melvin Frazier,frazime01,SG,22,ORL,10,0,44,5.7,17.2,0.333,0,4.9,0,5.7,12.3,0.467,0.8,3.3,0.25,2.5,1.6,4.1,0.8,0.8,0,0.8,4.9,12.3
173,Tim Frazier,fraziti01,PG,28,TOT,59,19,1120,3.7,8.4,0.444,1.2,3.2,0.366,2.5,5.1,0.494,1.3,1.7,0.759,1.3,4.1,5.4,8,1,0.2,2.4,3.6,10
174,Jimmer Fredette,fredeji01,SG,29,PHO,6,0,65,4.4,16.1,0.276,0,7.2,0,4.4,8.9,0.5,3.3,3.3,1,0.6,3.3,3.9,4.4,1.7,0,2.8,2.8,12.2
175,Channing Frye,fryech01,C,35,CLE,36,6,341,4.5,12.4,0.368,3.4,8.3,0.405,1.2,4,0.289,1.2,1.5,0.786,0.4,5.1,5.5,2.1,0.6,0.5,1.4,4.6,13.6
176,Markelle Fultz,fultzma01,SG,20,PHI,19,15,427,5.5,13.1,0.419,0.3,1.2,0.286,5.1,11.9,0.433,1.8,3.1,0.568,2.2,3.7,5.9,5,1.4,0.4,2.1,4.4,13.1
177,Danilo Gallinari,gallida01,SF,30,LAC,68,68,2059,7.2,15.5,0.463,2.8,6.5,0.433,4.3,9,0.484,6.4,7.1,0.904,0.9,6.3,7.3,3.1,0.9,0.4,1.7,2.3,23.5
